,birthday,known_for_department,deathday,id,name,gender,biography,place_of_birth,profile_path
659,1953-12-09,Acting,,6949,John Malkovich,2,"An American actor, producer, director, and fashion designer. Over the last 30 years of his career, Malkovich has appeared in more than 70 motion pictures. For his roles in Places in the Heart and In the Line of Fire, he received Academy Award nominations. He has also appeared in well-received films such as Empire of the Sun, The Killing Fields, Dangerous Liaisons, Of Mice and Men, Being John Malkovich, Burn After Reading, RED, and Warm Bodies, as well as producing numerous films, including Juno and The Perks of Being a Wallflower. Malkovich attended exclusively Illinois schools throughout his childhood and into adulthood, building a community of like-minded performers such as Joan Allen, Gary Sinise and Glenne Headly, all of whom co-founded the Steppenwolf Theatre Company in 1976.  After appearing in numerous stage productions, Malkovich began acting in feature films in the late 1970s, garnering critical acclaim for his numerous dramatic and comedic roles in films such as Dangerous Liasions, Of Mice and Men, Being John Malkovich, and Burn After Reading.   In keeping with his renaissance-man image, he created his own fashion company, Mrs. Mudd, in 2002.  Malkovich continues to act, direct and produce numerous movies per year, and is considered one of the most influential voices in modern cinema.  ","Christopher, Illinois, USA",/tCtiWZbKKRgHhLxFCIPfveYAsdc.jpg
660,,Acting,,1480246,Leonard Zola,0,,,
661,1981-06-14,Acting,,88599,Chauncey Leopardi,2,,,/hA6TSw8Bh9hWTNu7EEc2TydBANu.jpg
662,,Directing,,49361,Bill Bennett,2,,,
663,,Acting,,1483449,Sarah Gilson,0,,,
664,,Acting,,1653016,Joseph Lucien,0,,,
665,1937-08-03,Acting,,782,Steven Berkoff,2,"​From Wikipedia, the free encyclopedia.  

Steven Berkoff (born 3 August 1937) is an English actor, writer and director.Best known for his performance as General Orlov in the James Bond film Octopussy, he is typically cast in villanous roles, such as Lt. Col Podovsky in Rambo: First Blood Part II, Victor Maitland in Beverly Hills Cop, and Adolf Hitler in epic mini-series War and Remembrance.

Description above from the Wikipedia article Steven Berkoff , licensed under CC-BY-SA, full list of contributors on Wikipedia.",,/jiYMK9prj46Qe4gmbKtBDE6YlSr.jpg
666,1945-03-18,Acting,2012-06-16,59369,Susan Tyrrell,1,"From Wikipedia, the free encyclopedia.

Susan Tyrrell (born March 18, 1945) is an American actress of Irish descent, known for her role as Ramona Rickettes in the film Cry-Baby.

Description above from the Wikipedia article Susan Tyrrell, licensed under CC-BY-SA, full list of contributors on Wikipedia​"," San Francisco, California, USA",/2cQnK1bJxp9PldCeA05kohavPs8.jpg
667,1942-05-29,Acting,,27116,Kevin Conway,2,"Kevin Conway is an American stage and film actor. He studied Acting at the Dramatic Workshop at Carnagie Hall, and drama at HB Studio in Greenwich Village, New York City.","New York City, New York, USA",/803hyktASensafHsdvDCnlzWK8k.jpg
668,,Acting,,149500,Rick Zieff,2,,,
669,1948-05-15,Acting,,27110,Malcolm Stewart,2,"​From Wikipedia, the free encyclopedia

Malcolm Stewart (born May 15, 1948) is an Canadian film actor. Stewart graduated from the University of Vermont.

Description above from the Wikipedia article Malcolm Stewart (actor), licensed under CC-BY-SA, full list of contributors on Wikipedia.","Montreal, Quebec, Canada",/8BsKvYKYkjvNxsBqs0ZRKhwdpXE.jpg
670,1972-11-01,Acting,,35597,Jenny McCarthy,1,"From Wikipedia, the free encyclopedia.

Jennifer Ann ""Jenny"" McCarthy (born November 1, 1972) is an American model, comedian, actress, author and activist. She began her career as a Playboy magazine model in 1993, before launching a television and film acting career. Most recently, she has written books about parenting, and has become an activist promoting claims—not supported by medical evidence—that vaccines cause autism and chelation therapy helps cure it.",Chicago - Illinois - USA,/vNTcoF3ZQqVuJfbhLRyLgjHTjrl.jpg
671,1971-09-20,Acting,,35545,Aimee Graham,1,"From Wikipedia, the free encyclopedia.

Aimee Lynn Graham (born September 20, 1971) is an American actress, and the younger sister of actress Heather Graham.

Graham was born in Milwaukee, Wisconsin, the daughter of Joan, a schoolteacher and noted author of children's books, and James Graham, a retired FBI agent. She has appeared in many movies, such as 100 Girls, Jackie Brown, Fellowship of the Dice, in which she starred, and TV series such as CSI. She will star as Polly in the upcoming film Japan.

Description above from the Wikipedia article Aimee Graham, licensed under CC-BY-SA, full list of contributors on Wikipedia","Milwaukee, Wisconsin, U.S.",/gRgsEkk4JxxyluVpoUK7BF8glex.jpg
672,,Acting,,1864853,Jonathan Everett Lewis,0,,,
673,1975-01-22,Acting,,9296,Balthazar Getty,2,"​From Wikipedia, the free encyclopedia.

Balthazar Getty (born January 22, 1975) is an American film actor and member of the band Ringside. His great grandfather was Jean Paul Getty, his grandfather Sir Paul Getty, and his father John Paul Getty III. The Getty family's fortune is based on the oil business.

He is best known for the roles of Thomas Grace on the American action drama Alias and Tommy Walker on the ABC drama Brothers &amp; Sisters.

Description above from the Wikipedia article Balthazar Getty, licensed under CC-BY-SA, full list of contributors on Wikipedia","Los Angeles, California, USA",/F7k9JnUfbqIUvd124B0HQVT05h.jpg
674,1955-06-16,Acting,,12133,Laurie Metcalf,1,"Laurie Metcalf is an American stage, film and television actress, best known for playing Jackie Harris, the title character's sister on the television sitcom ""Roseanne"", as well as for voicing Ms. Davis in the ""Toy Story"" animation movie franchise. She's a three-time Emmy award winner and was nominated for three Golden Globe awards, a Tony Award, and a Screen Actors Guild Award.","Carbondale, Illinois, USA",/oHhTbuv9eNJV4YlgizhCkZsPV0N.jpg
675,1959-05-14,Acting,,73827,Patrick Bruel,2,"Patrick Bruel est un chanteur et acteur français, né le 14 mai 1959 à Tlemcen en Algérie. Né Patrick Benguigui, il a obtenu par décret, en 2003, le droit de changer son nom en Patrick Bruel Benguigui.","Tlemcen, Algeria",/1s6eR0MEbxulZPUteVnHxpwXF4F.jpg
676,1963-09-19,Acting,,63895,Alessandra Martines,1,"Extrait de Wikipedia, l'Encyclopedie libre.

Dès l'enfance, Alessandra Martines suit des cours de danse et devient ballerine. Elle débute au cinéma en 1987 et obtient le rôle principal de la série italienne à succès La Caverne de la Rose d'Or (1991-1996), avec Kim Rossi Stuart, Ursula Andress, Nicholas Rogers et Brigitte Nielsen.

À partir de 2011, elle est jurée lors des deux premières saisons de l'émission Danse avec les stars sur TF1. Elle ne participe pas à la saison 3 en tant que jurée, en raison de sa grossesse. Elle est remplacée par Shy'm.

Informations extraites de l'article Alessandra Martines de Wikipedia, licence CC-BY-SA, liste complète des contributeurs sur Wikipedia.","Roma, Italy",/xMfeR8rsf7wwYBG3JYFlcFzYgGR.jpg
677,1956-03-16,Acting,,58924,Clifton Powell,2,"​From Wikipedia, the free encyclopedia.

Clifton Powell (born March 16, 1956) is an American actor and comedian.

Description above from the Wikipedia article Clifton Powell, licensed under CC-BY-SA, full list of contributors on Wikipedia","Washington, D.C., USA",/hBw76xJtCwKS2v5rZtzDBqvKLN6.jpg
678,1940-10-30,Acting,2013-10-16,21523,Ed Lauter,2,"An American actor. He has appeared in numerous movies and was a stand up comic before getting into acting. Lauter was born in Long Beach, Long Island, New York. His films include The Last American Hero (1973), Executive Action (1973), The Midnight Man (1974), The Longest Yard (1974), Breakheart Pass (1975), King Kong (1976), Magic (1978), Death Hunt (1981), Cujo (1983), Real Genius (1985), Girls Just Want To Have Fun (1985), Death Wish 3 (1985), Youngblood (1986), Raw Deal (1986), Revenge of the Nerds II: Nerds in Paradise (1987), The Rocketeer (1991), School Ties (1992), True Romance (1993), Under Wraps (1997) Not Another Teen Movie (2001), Purple Heart (2005), Camille (2007) and A Modern Twain Story: The Prince and the Pauper(2007). He starred with Bruce Dern, Barbara Harris, Karen Black and William Devane in the final film of director Alfred Hitchcock, Family Plot. Hitchcock was impressed by Lauter and asked him to play a major role in the romantic espionage thriller he planned as his next film; the director's failing health and eventual death in 1980 meant that The Short Night never went into production. Lauter's TV guest appearances include performances on Psych, The X-Files, Kojak, The A-Team, Booker, Charmed, Highlander: The Series, Star Trek: The Next Generation (as Lt. Cmdr. Albert in the season 5 episode ""The First Duty""),The Equalizer and ER (with a recurring role as Fire Captain Dannaker).

Description above from the Wikipedia article Ed Lauter, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Long Beach, Long Island, New York, USA",/3mlQucZnEpYA1R8LxxKepsd7JpO.jpg
679,1963-04-21,Acting,,56977,Roy Dupuis,2,"From Wikipedia, the free encyclopedia.

Roy Dupuis (born April 21, 1963) is a Canadian actor best known for his role as counterterrorism operative Michael Samuelle in the television series La Femme Nikita. He portrayed Maurice Richard on television and in film and Roméo Dallaire in the 2007 film Shake Hands with the Devil.

Description above from the Wikipedia article Roy Dupuis, licensed under CC-BY-SA, full list of contributors on Wikipedia.","New Liskeard, Ontario, Canada",/yS7QOgqznIGFayy4ona7OWcRi55.jpg
680,1963-03-15,Crew,,59287,Gregory Nicotero,2,"Gregory “Greg” Nicotero (born March 15, 1963) is an American special make-up effects creator, and television producer and director. His first major job in special effects makeup was on the George A. Romero film “Day of the Dead” (1985), under the tutelage of Romero and make-up effects veteran Tom Savini.","Pittsburgh, Pennsylvania, USA",/dvi65TIvULyskySmQMaVjiuEQby.jpg
681,1947-08-20,Acting,,6719,Ray Wise,2,"From Wikipedia, the free encyclopedia.

Raymond Nicolas ""Ray"" Wise (born August 20, 1947) is an American actor, known for his roles as Leland Palmer in Twin Peaks, as Leon C. Nash, right-hand henchman to villain Clarence Boddicker in the science fiction classic RoboCop, and recently as the Devil in the CW television series Reaper.","Akron, Ohio, USA",/eE8EaFGcC7dXN8Uo9uifJ3BtAW1.jpg
682,1934-01-14,Acting,2013-02-17,29859,Richard Briers,2,"Richard David Briers, CBE was an English actor. His fifty-year career encompassed television, stage, film and radio.

Briers first came to prominence as George Starling in Marriage Lines (1961–66), but it was a decade later, when he narrated Roobarb and Noah and Nelly in... SkylArk (1974–76) and when he played Tom Good in the BBC sitcom The Good Life (1975–78), that he became a household name. Later, he starred as Martin in Ever Decreasing Circles (1984–89), and he had a leading role as Hector in Monarch of the Glen (2000–05).  From the late 1980s, with Kenneth Branagh as director, he performed Shakespearean roles in Henry V (1989), Much Ado About Nothing (1993), Hamlet (1996), and As You Like It (2006).","Raynes Park, Surrey, England, UK",/cdOxeResI28YXe912GbQKKvbKv8.jpg
683,1972-07-23,Acting,,9562,Marlon Wayans,2,"Marlon L. Wayans was born on July 23, 1972 in New York City. He is the brother of Nadia Wayans, Shawn Wayans, Keenen Ivory Wayans, Damon Wayans, Dwayne Wayans, and Kim Wayans; all celebrities in their own right. Wayans went to Fiorello H. LaGuardia High School of Music &amp; Art and Performing Arts in New York City, the school made famous in Fame. He then went on to attend Howard University. Wayans was a member of the 1993 cast of In Living Color, a comedy sketch program created by his brother Keenen Ivory Wayans. From 1995 until 1999, Wayans co-starred in the WB sitcom The Wayans Bros. with brother Shawn Wayans. He has produced the first two films of the Scary Movie series, in which he and Shawn were credited writers and co-stars. He also produced a cartoon on Nickelodeon called Thugaboo (2006). Though primarily a comedic actor, he garnered considerable critical acclaim for his dramatic turn in Requiem for a Dream (2000). His other film credits include. I’m Gonna Git you Sucka (1988), Mo’Money (1992), Above the Rim (1994), Don’t Be a Menace to South Central While Drinking your Juice in the Hood (1995), The LadyKillers (2004), White Chicks (2004), Little Man (2006), Norbit (2007) and most recently, G.I. Joe: The Rise of Cobra (2009).

Description above from the Wikipedia article Marlon Wayans, licensed under CC-BY-SA, full list of contributors on Wikipedia.","New York City, New York, USA",/yMBaTsPrthko9eYtSjfVduws5Cn.jpg
684,,Acting,,1840473,Isaac Maxwell-Hunt,0,,,
685,1953-02-19,Acting,1994-06-04,67792,Massimo Troisi,0,,San Giorgio a Cremano,/t3u1YkX8W5j95ZLnpREycgPu1x9.jpg
686,,Acting,,100260,Mike Moroff,2,,,/zwq1DD5Xt76wm9OY7mou3erUt13.jpg
687,1981-10-14,Acting,,137391,Jordan Brower,2,,,/p4nnRMYdWJEdwFKNNLMUPvslHcy.jpg
688,1959-06-11,Acting,,41419,Hugh Laurie,2,"An English actor, voice artist, comedian, writer, musician, recording artist, and director. He first became known as one half of the Fry and Laurie double act, along with his friend and comedy partner Stephen Fry, whom he joined in the cast of Blackadder and Jeeves and Wooster from 1987 until 1999. From 2004 to 2011, he has played the lead as Dr. Gregory House, the protagonist of House, for which he received two Golden Globe awards and several Emmy nominations.

Description above from the Wikipedia article Hugh Laurie, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Oxford, Oxfordshire, England, UK",/2EAq1Sd6MMFn7tK0cSmb481RWKY.jpg
689,,Acting,,1371000,Pete Burris,2,,,
690,1966-07-12,Acting,,181343,Begonya Plaza,1,,"Bogota, Colombia",/2TtFPBtz0Bd3CXAc4W5K6zF66RY.jpg
691,1947-05-16,Acting,,17200,Bill Smitrovich,2,"From Wikipedia, the free encyclopedia

William Stanley Zmitrowicz Jr. aka Bill Smitrovich is an American actor.","Bridgeport, Connecticut, USA",/rO5wJpx7ZlT6RaunZw20OGF6O2Y.jpg
692,1954-11-05,Directing,,65530,Mike Gabriel,2,,"Long Beach, California, USA",
693,1959-09-11,Acting,,16861,John Hawkes,2,"John Hawkes was born John Marvin Perkins in Alexandria, Minnesota, to Patricia Jeanne (Olson) and Peter John Perkins, a farmer. He is of Scandinavian and British Isles descent. John moved to Austin, Texas to begin his career as an actor and musician. He co-founded the Big State Productions Theatre Company and appeared in the group's original play, ""In the West"", at the Kennedy Center in Washington, D.C. He took on the stage name ""John Hawkes"" because another actor shared his birth name, John Perkins.

John starred in the critically-acclaimed, Me and You and Everyone We Know (2005), which received wide praise and was awarded the special jury prize at the Sundance Film Festival, as well as the Camera d'Or Award at the Cannes Film Festival.

Additional feature credits include the Lion's Gate film, A Slipping-Down Life (1999) with Guy Pearce, the psychological thriller Identity (2003) alongside John Cusack and Ray Liotta, Miami Vice (2006) with Jamie Foxx and Colin Farrell, Playing God (2004), The Perfect Storm (2000), From Dusk Till Dawn (1996) and Caçadores de Perigo (1997). Hawkes also starred in and co-produced the independent film, Buttleman (2003), for which he received a Breakout Performance Award at the 2004 Sedona Film Festival and a Special Jury Prize at the 2003 Deep Ellum Film Festival.

Hawkes' television credits include a lead role in the critically-acclaimed HBO series, Deadwood (2004), in which he played ""Sol Star"", a spirited entrepreneur in a lawless town.

John lives in Los Angeles, where he writes, records and performs music with his band, ""King Straggler"".","Alexandria, Minnesota, USA",/bz4usMR7NWEgVgWTxVBLEjCo3Dv.jpg
